每月對照使用,直飲臺編號,轄區分處,市別,場所別,場所次分類,所屬單位,場所名稱,地址,行政區,維護單位,連絡電話,場所開放時間,設置地點,經度,緯度,狀態,狀態異動日期時間,最近採樣日期時間,大腸桿菌數,水質及維護資訊網址,直飲台照片網址
2717,2717,東區,臺北市,公園步道,區公所,臺北市中山區公所,晴光公園,臺北市中山區雙城街13巷與雙城街口,中山區,臺北市中山區公所,25031369#538,0:00~24:00,兒童遊戲場旁,121.524554,25.064049,正常,20260414T000000,20260122T105200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2717,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2717.JPG
2718,2718,北區,臺北市,商圈夜市,臺北自來水事業處,臺北自來水事業處,中山捷運站廊道,臺北市中山區南京西路23巷與中山北路16巷交口,中山區,北水處北區分處,21004100,0:00~24:00,人行道,121.520525,25.053139,正常,20260414T000000,20260122T103000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2718,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2718.JPG
2719,2719,北區,臺北市,商圈夜市,臺北自來水事業處,臺北自來水事業處,雙連捷運站廊道,臺北市中山區民生西路66巷,中山區,北水處北區分處,21004100,0:00~24:00,人行道,121.520727,25.056509,正常,20260414T000000,20260122T103600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2719,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2719.JPG
2720,2720,東區,臺北市,公園步道,區公所,臺北市中山區公所,龍江公園,臺北市中山區錦州街423號對面,中山區,臺北市中山區公所,25031369#538,0:00~24:00,公園北側入口旁,121.542229,25.060070,正常,20260414T000000,20260122T095000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2720,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2720.JPG
2722,2722,東區,臺北市,商圈夜市,區公所,臺北市中山區公所,伊通街商圈,臺北市中山區伊通街39號對面,中山區,臺北市中山區公所,25031369#538,0:00~24:00,公園內步道旁,121.534722,25.050226,正常,20260414T000000,20260209T144400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2722,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2722.JPG
2723,2723,東區,臺北市,商圈夜市,公園處,工務局公園處,北安路商圈,台北市中山區北安路538巷1弄5號對面,中山區,工務局公園處圓山管理所,2585-0192 轉232,0:00~24:00,公園內步道旁,121.548134,25.079546,正常,20260414T000000,20260212T092700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2723,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2723.JPG
2801,2801,陽明,臺北市,公園步道,公園處,工務局公園處,203號公園,臺北市士林區平五街2號,士林,工務局公園處士林園藝所,28812512,0:00~24:00,公廁前,121.528320,25.091600,正常,20260414T000000,20260304T093200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2801,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2801.JPG
2802,2802,陽明,臺北市,公園步道,公園處,工務局公園處,福林公園,臺北市士林區福林路60號對面,士林,工務局公園處士林園藝所,28812512,0:00~24:00,停車場人行入口旁,121.530564,25.095796,正常,20260414T000000,20260304T094000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2802,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2802.JPG
2805,2805,陽明,臺北市,公園步道,水利處,工務局水利工程處北區右岸管理站,百齡右岸河濱公園,臺北市士林區通河東街一段3巷對面,士林,工務局水利工程處北區右岸管理站,27208889#2690,0:00~24:00,三腳渡籃球場旁,121.517045,25.081309,正常,20231129T100000,20260302T143700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2805,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2805.JPG
2806,2806,陽明,臺北市,公園步道,水利處,工務局水利工程處北區左岸管理站,雙溪河濱公園,臺北市士林區文林路621巷619號對面,士林,工務局水利工程處北區左岸管理站,27208889#2691,0:00~24:00,士林橋旁,121.523281,25.099219,暫停,20260414T000000,20251202T143700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2806,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2806.JPG
2807,2807,陽明,臺北市,公園步道,公園處,工務局公園處,通河街二巷綠地,臺北市士林區通河街2巷,士林,工務局公園處士林園藝所,28812512,0:00~24:00,兒童遊戲場旁,121.523273,25.078840,正常,20260414T000000,20260311T100000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2807,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2807.JPG
2808,2808,陽明,臺北市,公園步道,公園處,工務局公園處,蘭雅1號公園,臺北市士林區德行東路129巷,士林,工務局公園處陽明山管理所,28832130,0:00~24:00,公園告示牌旁,121.529383,25.110095,正常,20211215T100000,20260202T143300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2808,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2808.JPG
2809,2809,陽明,臺北市,公園步道,區公所,臺北市士林區公所,至誠公園,臺北市士林區至誠路一段24號旁,士林,臺北市士林區公所,28826200#6311,0:00~24:00,升旗台旁,121.536483,25.101330,正常,20220317T100000,20260304T101700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2809,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2809.JPG
2810,2810,陽明,臺北市,場館,故宮博物院,國立故宮博物院,故宮博物院,臺北市士林區至善路2段250號對面,士林區,國立故宮博物院,28812021#2307,0:00~24:00,警衛室前,121.550065,25.100249,正常,20260414T000000,20260202T101800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2810,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2810.JPG
2813,2813,陽明,臺北市,商圈夜市,區公所,臺北市士林區公所,天母SOGO商圈,臺北市士林區德行西路37號對面,士林區,臺北市士林區公所,28826200#6311,0:00~24:00,公園內步道旁,121.523484,25.105655,正常,20260414T000000,20260106T145700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2813,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2813.JPG
2814,2814,陽明,臺北市,商圈夜市,公園處,工務局公園處,士林中正路商圈,臺北市士林區中正路435巷19號對面,士林區,工務局公園處園藝工程隊,23815132＃318,0:00~24:00,公園內步道旁,121.520508,25.092790,正常,20260414T000000,20260302T142100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2814,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2814.JPG
2815,2815,陽明,臺北市,公園步道,陽明山國家公園管理處,陽明山國家公園管理處,冷水坑遊客中心(冷擎步道),臺北市士林區菁山路101巷170號,士林區,陽明山國家公園管理處,28610036,0:00~24:00,人行道旁綠帶內,121.563846,25.165661,正常,20251103T112000,20260115T102400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2815,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2815.JPG
2816,2816,陽明,臺北市,公園步道,公園處,工務局公園處,翠山步道,臺北市士林區中社路2段185巷附近大崙尾山公車站旁,士林區,工務局公園處士林園藝所,28812512,0:00~24:00,公車站旁,121.569915,25.106916,正常,20260414T000000,20260202T100100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2816,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2816.JPG
2906,2906,南區,臺北市,公園步道,新店區公所,新店區公所,十四張公園,新北市新店區啟文路66號對面,新店區,新店區公所,29112281#2220,0:00~24:00,人行道,121.528694,24.979302,正常,20260414T000000,20260211T114300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2906,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2906.JPG
2906a,2906a,南區,臺北市,公園步道,新店區公所,新店區公所,十四張公園(央北二路側),新北市新店區央北二路206巷6號旁,新店區,新店區公所,29112281#2220,0:00~24:00,公園內步道旁,121.527059,24.979708,正常,20260414T000000,20260211T133900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=2906a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/2906a.JPG
3102,3102,東區,臺北市,商圈夜市,臺北自來水事業處,臺北自來水事業處,瑞光路商圈,臺北市內湖區瑞光路190號人行道,內湖區,北水處東區分處,87703360,0:00~24:00,人行道,121.577460,25.074710,正常,20260414T000000,20260212T101600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=3102,https://gismobile.water.gov.taipei/WaterMap_drinkImg/3102.JPG
t001,t001,南區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北水處技術科陽台,臺北市大安區長興街131號,大安,北水處技術科,87335703,0:00~24:00,技術科陽台,121.548869,25.014329,正常,20260414T000000,20260112T103000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t001,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t001.JPG
t004,t004,南區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北水處總務科多功能視聽室,臺北市大安區長興街131號,大安,北水處總務科,87335819,0:00~24:00,多功能視聽室,121.547601,25.014614,正常,20211201T090000,20260112T105000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t004,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t004.JPG
t005,t005,南區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北水處總務科簡報室,臺北市大安區長興街131號,大安,北水處總務科,87335819,0:00~24:00,簡報室,121.551012,25.015032,正常,20211201T090000,20260112T100000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t005,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t005.JPG
t006a,t006a,西區,臺北市,機關,臺北自來水事業處,臺北自來水事業處工程總隊,北水處工程總隊(靠羅斯福路),臺北市中正區羅斯福路4段92號3F,中正,北水處工程總隊,83695175,08:00~18:00,(靠羅斯福路),121.534994,25.013748,正常,20211201T090000,20260121T140900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t006a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t006a.JPG
t006b,t006b,西區,臺北市,機關,臺北自來水事業處,臺北自來水事業處工程總隊,北水處工程總隊(靠汀洲路),臺北市中正區羅斯福路4段92號3F,中正,北水處工程總隊,83695175,08:00~18:00,(靠汀洲路),121.534780,25.013563,正常,20211201T090000,20260121T140400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t006b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t006b.JPG
t007,t007,西區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北水處南區分處（1F）服務中心內,臺北市中正區思源路1號,中正,北水處南區分處,83695107,08:00~18:00,（1F）服務中心內,121.530566,25.013427,正常,20260414T000000,20260309T141600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t007,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t007.JPG
t008,t008,北區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北水處北區分處茶水間,臺北市中山區長安西路3號2樓,中山,北水處北區分處,21004100,0:00~24:00,茶水間,121.521210,25.050320,正常,20260414T000000,20260121T093000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t008,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t008.JPG
t009,t009,西區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北水處環境教育中心,臺北市中正區本處環境教育中心2樓,中正,北水處環境教育中心,83695138,08:00~18:00,,121.532251,25.012342,正常,20260414T000000,20260113T103000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t009,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t009.JPG
t010,t010,東區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北水處東區分處,臺北市松山區光復北路266號3樓,松山,北水處東區分處,87703360,08:00~18:00,,121.554683,25.059163,正常,20211201T090000,20260108T102100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t010,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t010.JPG
t014,t014,西區,臺北市,場館,自來水園區,臺北自來水事業處,自來水園區,臺北市中正區思源路1號,中正,展業科,83695108,8:00~18:00,護理站外,121.530735,25.013345,正常,20260414T000000,20260309T150800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t014,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t014.JPG
t015,t015,西區,臺北市,場館,自來水園區,臺北自來水事業處,自來水園區,臺北市中正區思源路1號,中正,展業科,83695108,8:00~18:00,思源票口後方,121.530215,25.013165,正常,20260414T000000,20260309T142100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t015,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t015.JPG
t017,t017,西區,臺北市,機關,臺北自來水事業處,臺北自來水事業處工程總隊,北水處總隊中區工務所,臺北市中正區汀州路3段230巷17號2樓,中正,北水處總隊中區工務所,83695175,08:00~18:00,,121.534512,25.010368,正常,20260414T000000,20260121T142300,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t017,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t017.JPG
t018,t018,南區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北水處客服中心哺乳室,臺北市大安區長興街131號,大安,北水處客服中心,87335936,08:00~18:00,哺乳室,121.547374,25.014618,正常,20211201T090000,20260112T105500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t018,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t018.JPG
t020,t020,東區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北水處東區分處,臺北市松山區光復北路266號2樓,松山,北水處東區分處,87703360,08:00~18:00,,121.554656,25.059392,正常,20211201T090000,20260108T101600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t020,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t020.JPG
t022,t022,南區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北水處供水科3樓,臺北市大安區長興街131號,大安,北水處供水科,87335821,08:00~18:00,3樓,121.550375,25.014659,正常,20211201T090000,20260112T102000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t022,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t022.JPG
t023,t023,西區,臺北市,機關,臺北自來水事業處,臺北自來水事業處工程總隊,北水處總隊西區工務所,臺北市中正區汀州路3段230巷17號1樓,中正,北水處總隊西區工務所,83695175,08:00~18:00,辦公室內,121.534512,25.010368,正常,20260414T000000,20260121T142000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t023,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t023.JPG
t024,t024,南區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北水處供水科,臺北市大安區長興街131號,大安,北水處供水科,87335821,08:00~18:00,辦公室內,121.550372,25.014620,正常,20220408T100000,20260112T101500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t024,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t024.JPG
t025,t025,南區,新北市,機關,臺北自來水事業處,臺北自來水事業處工程總隊,南區工務所,新北市新店區直潭路2號,新店,北水處總隊南區工務所,83695175,08:30~17:30,直潭管理大樓2樓,121.528169,24.941723,正常,20260414T000000,20260112T103000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t025,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t025.JPG
t026,t026,東區,臺北市,機關,臺北自來水事業處,臺北自來水事業處工程總隊,東區工務所,臺北市松山區民權東路5段41-1號,松山,北水處總隊東區工務所,83695175,08:30~17:30,2樓茶水間,121.567659,25.064631,正常,20260414T000000,20260108T104000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t026,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t026.JPG
t027,t027,北區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北區營業分處,臺北市中山區長安西路3號2樓,中山,北水處北區分處,21004100,08:30~17:30,服務台旁,121.521040,25.050320,正常,20211201T090000,20260121T092500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t027,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t027.JPG
t028a,t028a,南區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北水處淨水大樓3樓,臺北市大安區長興街131號,大安,北水處水質科,87335687,0:00~24:00,淨水大樓3樓,121.548567,25.014860,正常,20211201T090000,20260112T091000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t028a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t028a.JPG
t028b,t028b,南區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北水處淨水大樓3樓,臺北市大安區長興街131號,大安,北水處水質科,87335687,0:00~24:00,淨水大樓3樓,121.548567,25.014860,正常,20211201T090000,20260112T091500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=t028b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/t028b.JPG
