每月對照使用,直飲臺編號,轄區分處,市別,場所別,場所次分類,所屬單位,場所名稱,地址,行政區,維護單位,連絡電話,場所開放時間,設置地點,經度,緯度,狀態,狀態異動日期時間,最近採樣日期時間,大腸桿菌數,水質及維護資訊網址,直飲台照片網址
0360,0360,西區,臺北市,公園步道,區公所,臺北市信義區公所,春光公園,臺北市信義區忠孝東露5段558號旁,信義,臺北市信義區公所,27239777#707,0:00~24:00,遊戲區旁,121.580770,25.042468,正常,20260414T000000,20260305T103100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0360,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0360.JPG
0361,0361,西區,臺北市,公園步道,區公所,臺北市信義區公所,林口公園,臺北市信義區林口街84號對面,信義,臺北市信義區公所,27239777#707,0:00~24:00,公園南側,121.579014,25.038714,正常,20260414T000000,20260305T103700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0361,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0361.JPG
0362,0362,西區,臺北市,公園步道,公園處,工務局公園處,松德公園,臺北市信義區松德路180巷11號對面,信義,工務局公園處南港管理所,02-27833685,0:00~24:00,遊戲場旁,121.573112,25.035385,正常,20260414T000000,20260305T101000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0362,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0362.JPG
0363,0363,東區,臺北市,公園步道,區公所,臺北市信義區公所,富生1號公園,臺北市信義區永吉路30巷157巷,信義,臺北市信義區公所,27239777#707,0:00~24:00,北側入口處左側,121.569970,25.042220,正常,20211201T090000,20260210T151600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0363,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0363.JPG
0364,0364,南區,臺北市,公園步道,區公所,臺北市信義區公所,三張里公園,臺北市信義區松平路81號,信義,臺北市信義區公所,27239777#707,0:00~24:00,廣場旁,121.566640,25.030577,正常,20260414T000000,20260305T093000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0364,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0364.JPG
0365,0365,南區,臺北市,公園步道,公園處,工務局公園處,景聯廣場,臺北市信義區松勤街18號對面,信義,工務局公園處園藝工程隊,23815132＃318,0:00~24:00,入口處旁,121.559961,25.032180,正常,20260414T000000,20260210T164100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0365,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0365.JPG
0366,0366,東區,臺北市,公園步道,公園處,工務局公園處,忠信廣場,臺北市信義區興雅路,信義,工務局公園處南港管理所,02-27833685,0:00~24:00,南側入口處,121.567873,25.040136,正常,20211201T090000,20260305T095900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0366,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0366.JPG
0375,0375,東區,臺北市,公園步道,公園處,工務局公園處,永春崗公園,臺北市信義區松山路656巷5號(對面樓梯上),信義,工務局公園處南港管理所,02-27833685,0:00~24:00,永春崗公園入口處,121.577806,25.031417,正常,20260414T000000,20260305T104400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0375,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0375.JPG
0376,0376,東區,臺北市,公園步道,區公所,臺北市信義區公所,虎林公園,臺北市信義區信義路五段151巷,信義,臺北市信義區公所,27239777#707,0:00~24:00,兒童遊戲場旁,121.574746,25.031526,正常,20211201T090000,20260305T101700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0376,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0376.JPG
0377,0377,東區,臺北市,公園步道,公園處,工務局公園處,永春陂生態濕地公園,臺北市信義區松山路657號,信義,工務局公園處南港管理所,02-27833685,0:00~24:00,建物旁,121.579942,25.033015,正常,20260414T000000,20260305T105600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0377,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0377.JPG
0378,0378,東區,臺北市,公園步道,工程處,工務局大地工程處,瑤池宮,臺北市信義區松山路677之25號,信義,大地工程處道路步道科,27593001轉2312,0:00~24:00,松山一坑入口旁,121.583200,25.029013,正常,20230111T000000,20260305T111700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0378,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0378.JPG
0379,0379,東區,臺北市,公園步道,工程處,工務局大地工程處,北星寶宮,臺北市信義區松山路670-1號,信義,大地工程處道路步道科,27593001轉2312,0:00~24:00,登山步道旁,121.578192,25.025878,正常,20260414T000000,20260305T112500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0379,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0379.JPG
0380,0380,東區,臺北市,公園步道,工程處,工務局大地工程處,復興園,臺北市信義區福德街221巷189號,信義,大地工程處道路步道科,27593001轉2312,0:00~24:00,觀景平台,121.586865,25.030994,正常,20230111T000000,20260210T100000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0380,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0380.JPG
0384,0384,東區,臺北市,商圈夜市,區公所,臺北市信義區公所,五分埔商圈,臺北市信義區中坡北路與松山路119巷口(臨停車場出口旁),信義區,臺北市信義區公所,27239777#707,0:00~24:00,步道口旁,121.580341,25.047220,正常,20260414T000000,20260112T142100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0384,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0384.JPG
0385,0385,南區,臺北市,公園步道,臺北自來水事業處,臺北自來水事業處,景勤狗活動區,臺北市信義區信安街67巷與吳興街156巷65弄交口旁,信義區,北水處南區分處,83695107,0:00~24:00,門口旁草皮內,121.558731,25.025864,正常,20260414T000000,20260108T144700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0385,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0385.JPG
0386,0386,南區,臺北市,公園步道,大地工程處,工務局大地工程處,妙高台步道,臺北市信義區紫雲街75號對面,信義區,大地工程處道路步道科,27593001轉2312,0:00~24:00,步道口旁,121.576778,25.015463,正常,20260414T000000,20260305T091900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0386,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0386.JPG
0387,0387,南區,臺北市,場館,臺北自來水事業處,臺北自來水事業處,大巨蛋(靠忠孝東路側),臺北市信義區忠孝東路四段(靠捷運國父紀念館站5號出入口),信義區,北水處南區分處,83695107,0:00~24:00,人行道,121.558884,25.041541,正常,20260414T000000,20260210T145500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0387,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0387.JPG
0388,0388,南區,臺北市,場館,公園處,工務局公園處,353綠地(近四四南村),臺北市信義區信義路五段與莊敬路交口,信義區,工務局公園處園藝工程隊,23815132＃318,0:00~24:00,人行道旁綠帶內,121.561549,25.032765,正常,20260414T000000,20260210T163100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0388,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0388.JPG
0423a,0423a,西區,臺北市,機關,臺北自來水事業處,臺北自來水事業處,北水處西區分處大門口,臺北市中正區牯嶺街38號,中正,北水處西區分處,33431678#1696,8:30~17:30,大門口,121.516533,25.029770,正常,20211201T090000,20260121T150200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0423a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0423a.JPG
0428b,0428b,西區,臺北市,公園步道,公園處,工務局公園處,二二八和平公園,臺北市中正區凱達格蘭大道3號,中正,工務局公園處青年管理所,27003830,0:00~24:00,,121.514240,25.042270,正常,20211201T090000,20260122T143000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0428b,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0428b.JPG
0428c,0428c,西區,臺北市,公園步道,公園處,工務局公園處,二二八和平公園,臺北市中正區凱達格蘭大道3號,中正,工務局公園處青年管理所,27003830,0:00~24:00,兒童遊戲區,121.514577,25.040141,正常,20211201T090000,20260122T144800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0428c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0428c.JPG
0428e,0428e,西區,臺北市,公園步道,公園處,工務局公園處,二二八和平公園,臺北市中正區懷寧街90號對面,中正,工務局公園處青年管理所,27003830,0:00~24:00,公園西北側懷寧街側水池旁,121.514487,25.042724,正常,20211201T090000,20260122T143600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0428e,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0428e.JPG
0428f,0428f,西區,臺北市,公園步道,公園處,工務局公園處,二二八和平公園,臺北市中正區公園路50號(台北賓館對面),中正,工務局公園處青年管理所,27003830,0:00~24:00,228和平紀念館前,121.515367,25.040647,正常,20211201T090000,20260122T144200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0428f,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0428f.JPG
0444,0444,南區,臺北市,公園步道,公園處,工務局公園處,富陽公園,臺北市大安區富陽街底,大安,工務局公園處青年管理所,27003830,0:00~24:00,臺北市富陽街底,121.557172,25.016597,正常,20260414T000000,20260107T111600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0444,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0444.JPG
0445,0445,南區,臺北市,公園步道,區公所,臺北市大安區公所,「王留」公公園,臺北市大安區復興南路1段135巷口,大安,臺北市大安區公所,2351-1711,0:00~24:00,忠孝東路4段49巷與49巷4弄交口,121.545310,25.042428,正常,20260414T000000,20260107T093100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0445,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0445.JPG
0446a,0446a,南區,臺北市,公園步道,區公所,臺北市大安區公所,延吉公園,臺北市大安區延吉街131巷26號旁,大安,臺北市大安區公所,2351-1711,0:00~24:00,遊戲區旁,121.555743,25.042602,正常,20260414T000000,20260107T093900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0446a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0446a.JPG
0447,0447,南區,臺北市,公園步道,區公所,臺北市大安區公所,敦親公園,臺北市大安區辛亥路2段171巷21號對面,大安,臺北市大安區公所,2351-1711,0:00~24:00,涼亭旁,121.541087,25.022476,正常,20260414T000000,20260107T092000,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0447,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0447.JPG
0448,0448,南區,臺北市,公園步道,區公所,臺北市大安區公所,和平公園,臺北市大安區和平東路2段118巷6弄4號對面,大安,臺北市大安區公所,2351-1711,0:00~24:00,兒童遊戲區旁,121.542739,25.023460,正常,20211201T090000,20260107T090900,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0448,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0448.JPG
0449,0449,南區,臺北市,公園步道,區公所,臺北市大安區公所,法治公園,臺北市大安區通化街184巷5號,大安,臺北市大安區公所,2351-1711,0:00~24:00,沙坑旁,121.553216,25.026972,正常,20260414T000000,20260302T092200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0449,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0449.JPG
0450,0450,南區,臺北市,公園步道,區公所,臺北市大安區公所,大學公園,臺北市大安區辛亥路1段與溫州街交口,大安,臺北市大安區公所,2351-1711,00:00~24:00,入口處旁,121.533023,25.021865,正常,20211201T090000,20260204T111800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0450,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0450.JPG
0451,0451,南區,臺北市,公園步道,區公所,臺北市大安區公所,永康公園,臺北市大安區永康街10-3號對面,大安,臺北市大安區公所,2351-1711,0:00~24:00,遊戲區旁,121.529652,25.031746,正常,20211201T090000,20260204T154400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0451,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0451.JPG
0454,0454,南區,臺北市,公園步道,區公所,臺北市大安區公所,虎嘯公園,臺北市大安區敦化南路2段331巷口旁,大安,臺北市大安區公所,2351-1711,0:00~24:00,遊戲區旁,121.549463,25.022599,正常,20260414T000000,20260204T091500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0454,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0454.JPG
0455,0455,南區,臺北市,公園步道,區公所,臺北市大安區公所,辛亥1號公園,臺北市大安區辛亥路1段139巷口旁,大安,臺北市大安區公所,2351-1711,0:00~24:00,入口處旁,121.532676,25.022657,正常,20211201T090000,20260204T110700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0455,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0455.JPG
0457,0457,南區,臺北市,公園步道,區公所,臺北市大安區公所,黎孝公園,臺北市大安區和平東路3段308巷內,大安,臺北市大安區公所,2351-1711,0:00~24:00,涼亭旁,121.556042,25.019833,正常,20260414T000000,20260319T154700,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0457,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0457.JPG
0459,0459,南區,臺北市,公園步道,公園處,工務局公園處,「王留」公圳公園,臺北市大安區忠孝東路3段237巷及251巷14弄交口,大安,工務局公園處青年管理所,27003830,0:00~24:00,「王留」公圳公園,121.540685,25.043913,正常,20260414T000000,20260318T145400,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0459,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0459.JPG
0460,0460,南區,臺北市,公園步道,區公所,臺北市大安區公所,龍生公園,臺北市大安區和平東路二段107巷23弄15號對面,大安,臺北市大安區公所,2351-1711,0:00~24:00,入口旁,121.541600,25.026100,正常,20211201T090000,20260319T092200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0460,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0460.JPG
0463,0463,南區,臺北市,商圈夜市,臺北自來水事業處,臺北自來水事業處,永康商圈,臺北市大安區信義路二段200號,大安,北水處南區分處,83695107,0:00~24:00,人行道,121.530328,25.033520,正常,20231106T100000,20260318T151100,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0463,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0463.JPG
0464,0464,南區,臺北市,公園步道,區公所,臺北市大安區公所,師大公園,臺北市大安區師大路68巷,大安,臺北市大安區公所,2351-1711,0:00~24:00,師大路68巷旁,121.528422,25.023958,正常,20260414T000000,20260302T094600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0464,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0464.JPG
0467,0467,南區,臺北市,場館,臺北自來水事業處,臺北自來水事業處,大安運動中心,臺北市大安區辛亥路三段55號,大安區,北水處南區分處,83695107,0:00~24:00,正門前方靠人行道,121.545608,25.020624,正常,20260414T000000,20260204T092500,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0467,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0467.JPG
0468,0468,南區,臺北市,場館,臺北自來水事業處,臺北自來水事業處,台灣大學綜合體育場,臺北市大安區羅斯福路四段1號,大安區,北水處南區分處,83695107,0:00~24:00,台大新月台前人行道,121.533785,25.018432,正常,20260414T000000,20260204T105600,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0468,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0468.JPG
0530a,0530a,西區,臺北市,場館,自來水園區,臺北自來水事業處,自來水園區博物館東側,臺北市中正區思源街1號,中正,展業科,83695108,8:00~18:00,博物館東側,121.529877,25.012830,正常,20260414T000000,20260309T143200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0530a,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0530a.JPG
0530c,0530c,西區,臺北市,場館,自來水園區,臺北自來水事業處,自來水園區蛋糕流水旁,臺北市中正區思源街1號,中正,展業科,83695108,8:00~18:00,蛋糕旁,121.530251,25.012836,正常,20260414T000000,20260309T145800,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0530c,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0530c.JPG
0530d,0530d,西區,臺北市,場館,自來水園區,臺北自來水事業處,自來水園區南區辦公室門口旁,臺北市中正區思源街1號,中正,展業科,83695108,0:00~24:00,南區辦公室門口旁,121.530515,25.013525,正常,20260414T000000,20260309T141200,<1,https://gismobile.water.gov.taipei:8443/W/S.aspx?SD=0530d,https://gismobile.water.gov.taipei/WaterMap_drinkImg/0530d.JPG
